,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.03642327785491943,0.025690833536625827,0.00663142204284668,0.0019407663640147552,mse,2,5,5,2,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'min_samples_split': 2}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
1,0.021445155143737793,0.003328162438500691,0.004046988487243652,0.001112351829382932,mse,2,5,5,5,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'min_samples_split': 5}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
2,0.019719719886779785,0.002026115793496241,0.004365277290344238,0.0010120523660864856,mse,2,5,5,10,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
3,0.0202608585357666,0.0012814854723100211,0.004425573348999024,0.0011953024705968576,mse,2,5,10,2,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 10, 'min_samples_split': 2}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
4,0.01948862075805664,0.0016937940218294174,0.004457330703735352,0.0010349909748890364,mse,2,5,10,5,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 10, 'min_samples_split': 5}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
5,0.019503140449523927,0.0012170316173669368,0.0046454668045043945,0.0016185862135025793,mse,2,5,10,10,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 10, 'min_samples_split': 10}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
6,0.02019028663635254,0.0014350262676122096,0.004096508026123047,0.0007484844081927325,mse,2,5,20,2,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 20, 'min_samples_split': 2}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
7,0.019937896728515626,0.001530447008721509,0.004572629928588867,0.001194308886802311,mse,2,5,20,5,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 20, 'min_samples_split': 5}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
8,0.020284199714660646,0.0018277235092274326,0.003861737251281738,0.0006297421925255626,mse,2,5,20,10,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 20, 'min_samples_split': 10}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
9,0.020404124259948732,0.0013658054615452375,0.003793644905090332,0.0008683293946098739,mse,2,5,40,2,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 40, 'min_samples_split': 2}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
10,0.020046424865722657,0.0024152092348220184,0.004580569267272949,0.001513084351232631,mse,2,5,40,5,"{'criterion': 'mse', 'max_depth': 2, 'max_leaf_nodes': 5, 'min_samples_leaf': 40, 'min_samples_split': 5}",0.6262626910987645,0.4389141428524326,0.5690652953679692,0.6011436854577513,0.6103213462948038,0.5721630648222538,0.6157950705465585,0.5739301359075379,0.5611464510293567,0.6551588602132686,0.5823900743590698,0.05555015465096432,121
